ensemble_fold,training_size,recall,precision,average_precision,roc_auc,cohen_kappa,f1
9,272884,0.9330247753879662,0.23574327577904658,0.22389353133191786,0.8720010225109153,0.3117568998101069,0.37638660076880837
10,272884,0.9308467193030221,0.23754602931980823,0.22518587026409856,0.8720784581510518,0.31424043245424815,0.3785010516993247
1,311867,0.9005119074115291,0.24033264033264035,0.22219014629467881,0.862668462095371,0.3168871842437887,0.3794073518379595
2,311867,0.9240265906932573,0.23403487672880335,0.2205832193352316,0.8706516933268903,0.3108118477937667,0.3734766337203723
3,311867,0.9319447808186001,0.2302537099090474,0.218449102169522,0.8721677001747884,0.30606161544755384,0.3692721078643059
4,311867,0.9303966901922609,0.23558047818585162,0.223134610367952,0.8743485091458141,0.3137961412910575,0.3759649899198505
5,311867,0.932664054848188,0.23322312025471467,0.22134315211083452,0.874012199634521,0.31048434516836965,0.3731387147335423
6,311867,0.9334969325153374,0.23246150085553655,0.22077836462835798,0.8739712055506115,0.30944083185162474,0.37222956113312783
7,311867,0.9345955249569707,0.23405172413793104,0.22245976389459263,0.8751761284470253,0.31181449055534693,0.37435367114788004
8,311867,0.9345955249569707,0.23301863658656205,0.22149491989930356,0.8746250613333171,0.310286139278136,0.37303106138672165
9,311867,0.9356826022671266,0.2323461020682903,0.2210560300262997,0.874741589078468,0.30939813903191893,0.3722549019607843
10,311867,0.9354361754558896,0.23354251261228007,0.22213245229143894,0.8752503007794263,0.3111286252673061,0.3737692004726271
1,350851,0.9043747580332946,0.24905378751532598,0.2308882579212895,0.8665656535750758,0.3283164270354656,0.3905538140020898
2,350851,0.929159802306425,0.24845814977973568,0.2349927359866547,0.8774590759055362,0.33039051939032515,0.39207507820646503
3,350851,0.936541290187014,0.2424390774586597,0.23074491972911212,0.8779153744234494,0.3225769375762686,0.3851704619107289
4,350851,0.9370245139475909,0.24838944596941348,0.23640658479876386,0.8810458302090819,0.33124675665328684,0.39268476287472875
5,350851,0.9384844614729673,0.24759925871848149,0.23593979452478464,0.8813461472883435,0.3302887820068977,0.3918240391024217
6,350851,0.9402092675635276,0.2412074065958146,0.23025430600574726,0.8790215799249872,0.3212424961742749,0.3839211753934691
7,350851,0.9408866995073891,0.2454189944134078,0.23433948548568267,0.8813987318537948,0.32742675357666196,0.38929505073330667
8,350851,0.9421717712572285,0.2443617375847128,0.23358343564265835,0.881430849576784,0.3260167560704088,0.3880728684222134
9,350851,0.9408983451536643,0.24411731905877104,0.23311206537784568,0.8809091583096124,0.3256440715954859,0.38765661663788903
10,350851,0.9381044487427466,0.2452247191011236,0.23363031710214646,0.8803208160285735,0.32702896802864523,0.38881218545405954
1,389834,0.9056136001416681,0.2541623179762437,0.23568497226281585,0.8703951316285667,0.33640467541062014,0.39692642036634584
2,389834,0.9307808374198415,0.24928019396878315,0.23598996636739136,0.8802350281708667,0.3329722146829539,0.39324275867564445
3,389834,0.9369715603382014,0.24344700184732138,0.23170679794482812,0.8801908460712787,0.3252272218639505,0.38647802480878213
4,389834,0.9360386473429951,0.24628838722798455,0.23418834632428598,0.8812663566076617,0.3293203571622144,0.3899690053536207
5,389834,0.9394470404984424,0.24539721289797578,0.23399197438649805,0.8823411628043173,0.3283892987707945,0.38914428582950245
6,389834,0.9443468072642062,0.24338198288877705,0.23300997585274305,0.8834248794290334,0.3259051252301265,0.3870193269577048
7,389834,0.9440313111545988,0.2456712161336321,0.23511342707005925,0.8843561616966563,0.32916169950311847,0.3898811929200679
8,389834,0.9436399217221135,0.246158558374598,0.2354991132421853,0.8844371261706572,0.32983984402333166,0.3904611522733714
9,389834,0.945065724936237,0.2447040894081788,0.23439354380675423,0.8843478090873356,0.3278699835173642,0.38874989912032926
10,389834,0.9446733372572101,0.2453503184713376,0.23493065473196165,0.8844872879044556,0.3287655642829854,0.38953159129520265
